Date (J2000 seconds),Latitude (N),Longitude (W),Temperature (C),Pressure (dbar),Speed (cm/s),Bottom Depth (m)
400881600.0,22.131,-96.643,4.261,1574.5,1.304952106,-2065.0
400910400.0,22.131,-96.644,4.27,1577.5,2.856588875,-2065.0
400939200.0,22.135,-96.629,4.277,1578.2,4.501388675,-2028.0
400968000.0,22.133,-96.626,4.259,1576.6,1.154123044,-1996.0
400996800.0,22.135,-96.624,4.262,1578.2,5.229196879,-2016.0
401025600.0,22.137,-96.605,4.279,1580.8,4.127820248,-1985.0
401054400.0,22.128,-96.608,4.273,1579.8,3.804655043,-2025.0
401083200.0,22.129,-96.611,4.261,1579.6,2.831342438,-2014.0
401112000.0,22.135,-96.602,4.273,1581.2,6.309167932,-1983.0
401140800.0,22.125,-96.584,4.279,1582.3,6.402515131,-2073.0
401169600.0,22.113,-96.591,4.268,1581.2,4.179677021,-2105.0
401198400.0,22.121,-96.595,4.268,1581.2,4.968057971,-2061.0
401227200.0,22.124,-96.577,4.277,1583.1,7.479144336,-2085.0
401256000.0,22.108,-96.568,4.273,1581.9,6.373892061,-2136.0
401284800.0,22.102,-96.578,4.268,1582.1,4.857736098,-2145.0
401313600.0,22.116,-96.577,4.269,1581.5,7.088652904,-2108.0
401342400.0,22.112,-96.554,4.277,1582.8,5.704349218,-2137.0
401371200.0,22.104,-96.559,4.274,1582.5,3.889318706,-2154.0
401400000.0,22.107,-96.568,4.268,1582.2,6.087133973,-2136.0
401428800.0,22.117,-96.575,4.271,1582.6,4.195056615,-2095.0
401457600.0,22.111,-96.555,4.273,1583.4,3.204122345,-2127.0
401486400.0,22.109,-96.567,4.265,1582.8,2.880069444,-2122.0
401515200.0,22.112,-96.564,4.269,1584.3,3.751226466,-2123.0
401544000.0,22.124,-96.57,4.274,1583.0,3.491718774,-2073.0
401572800.0,22.124,-96.559,4.262,1581.8,4.222321636,-2066.0
401601600.0,22.115,-96.563,4.268,1583.0,3.610678607,-2104.0
401630400.0,22.125,-96.568,4.268,1580.2,5.369785843,-2073.0
401659200.0,22.134,-96.558,4.272,1583.0,3.172459614,-2029.0
401688000.0,22.132,-96.555,4.266,1581.7,1.617219837,-2043.0
401716800.0,22.131,-96.554,4.268,1582.5,3.050835951,-2045.0
401745600.0,22.137,-96.567,4.267,1580.9,3.934984117,-2063.0
401774400.0,22.141,-96.565,4.263,1581.3,3.806441908,-2069.0
401803200.0,22.141,-96.558,4.265,1581.9,1.909188309,-2059.0
401832000.0,22.137,-96.572,4.266,1581.7,6.538516651,-2077.0
401860800.0,22.141,-96.578,4.266,1581.5,6.625299993,-2086.0
401889600.0,22.148,-96.556,4.264,1582.0,1.312440475,-2143.0
401918400.0,22.142,-96.574,4.263,1580.9,7.638514253,-2116.0
401947200.0,22.138,-96.582,4.261,1581.9,2.93955779,-2060.0
401976000.0,22.146,-96.59,4.264,1580.6,1.647786394,-2046.0
402004800.0,22.142,-96.586,4.259,1581.7,2.861485628,-2041.0
402033600.0,22.134,-96.592,4.259,1580.6,3.823937761,-1994.0
402062400.0,22.127,-96.585,4.26,1581.3,1.088117641,-2061.0
402091200.0,22.131,-96.598,4.256,1580.5,3.061143577,-2003.0
402120000.0,22.122,-96.598,4.264,1581.3,2.227487374,-2056.0
402148800.0,22.123,-96.604,4.257,1580.9,1.133578405,-2053.0
402177600.0,22.114,-96.602,4.26,1581.1,3.910306893,-2099.0
402206400.0,22.112,-96.616,4.256,1580.2,1.796273921,-2103.0
402235200.0,22.105,-96.605,4.263,1579.4,5.683396872,-2134.0
402264000.0,22.097,-96.603,4.259,1579.7,4.615213971,-2147.0
402292800.0,22.089,-96.614,4.259,1581.4,3.114642837,-2129.0
402321600.0,22.086,-96.612,4.261,1580.7,5.298122309,-2130.0
402350400.0,22.071,-96.598,4.257,1580.6,7.223572523,-2128.0
402379200.0,22.058,-96.6,4.263,1580.7,3.911521443,-2104.0
402408000.0,22.056,-96.607,4.256,1578.6,0.297321375,-2091.0
402436800.0,22.052,-96.599,4.257,1580.0,6.01911123,-2098.0
402465600.0,22.039,-96.59,4.259,1579.4,7.067595065,-2086.0
402494400.0,22.022,-96.601,4.253,1579.7,3.330135132,-2034.0
402523200.0,22.019,-96.591,4.253,1578.7,4.080612699,-2029.0
402552000.0,22.004,-96.589,4.254,1580.1,8.814766021,-1995.0
402580800.0,21.981,-96.587,4.249,1578.9,6.721971437,-1984.0
402609600.0,21.968,-96.591,4.249,1578.7,6.440194096,-1976.0
402638400.0,21.948,-96.585,4.257,1579.3,6.091543318,-2019.0
402667200.0,21.937,-96.577,4.253,1578.4,9.326290795,-2057.0
402696000.0,21.911,-96.557,4.257,1579.3,9.458990432,-2108.0
402724800.0,21.896,-96.555,4.253,1579.4,6.081611629,-2106.0
402753600.0,21.877,-96.547,4.259,1579.6,9.216094618,-2059.0
402782400.0,21.86,-96.529,4.256,1579.2,8.007696298,-2031.0
402811200.0,21.839,-96.521,4.256,1579.2,10.36139469,-1981.0
402840000.0,21.822,-96.498,4.262,1580.1,6.426585408,-2083.0
402868800.0,21.814,-96.493,4.258,1577.6,6.08740503,-2089.0
402897600.0,21.798,-96.474,4.253,1578.5,6.665230679,-2131.0
402926400.0,21.79,-96.463,4.261,1579.7,10.12504321,-2156.0
402955200.0,21.775,-96.432,4.253,1578.1,6.003040896,-2182.0
402984000.0,21.778,-96.429,4.248,1578.4,5.19339003,-2183.0
403012800.0,21.765,-96.4,4.252,1578.4,10.13076996,-2058.0
403041600.0,21.752,-96.393,4.247,1576.6,4.109659353,-1994.0
403070400.0,21.749,-96.375,4.244,1576.9,7.830006386,-1951.0
403099200.0,21.747,-96.351,4.24,1576.7,11.12863424,-2047.0
403128000.0,21.743,-96.323,4.235,1576.3,3.605551275,-2155.0
403156800.0,21.746,-96.323,4.232,1576.3,4.887535166,-2168.0
403185600.0,21.737,-96.293,4.23,1575.9,10.91831947,-1964.0
403214400.0,21.728,-96.272,4.222,1571.6,9.857078675,-1870.0
403243200.0,21.724,-96.245,4.259,1624.8,3.092329219,-2260.0
403272000.0,21.728,-96.253,4.25,1626.3,2.857008925,-2116.0
403300800.0,21.732,-96.246,4.261,1651.7,1.840543398,-2206.0
403329600.0,21.729,-96.251,4.262,1656.5,3.57687014,-2116.0
403358400.0,21.736,-96.255,4.286,1622.4,2.121508897,-2129.0
403387200.0,21.727,-96.245,4.262,1656.4,3.820994635,-2261.0
403416000.0,21.726,-96.246,4.256,1629.6,1.536391877,-2192.0
403444800.0,21.731,-96.244,4.26,1637.5,2.8609439,-2260.0
403473600.0,21.731,-96.252,4.261,1633.7,4.016279373,-2145.0
403502400.0,21.72,-96.237,4.252,1650.0,3.041052449,-2270.0
403531200.0,21.728,-96.24,4.251,1656.3,5.791044811,-2301.0
403560000.0,21.736,-96.236,4.255,1683.3,3.256286228,-2356.0
403588800.0,21.722,-96.252,4.255,1669.7,5.581684334,-2077.0
403617600.0,21.729,-96.253,4.243,1643.3,6.065904714,-2116.0
403646400.0,21.735,-96.237,4.243,1649.2,6.222290575,-2356.0
403675200.0,21.725,-96.228,4.241,1646.8,1.540519393,-2371.0
403704000.0,21.727,-96.235,4.234,1642.3,3.48208271,-2328.0
403732800.0,21.721,-96.239,4.232,1645.1,1.534438008,-2290.0
403761600.0,21.726,-96.226,4.232,1646.9,6.600515131,-2371.0
403790400.0,21.719,-96.211,4.224,1631.8,5.209193796,-2312.0
403819200.0,21.706,-96.211,4.232,1646.4,4.731025259,-2185.0
403848000.0,21.699,-96.194,4.226,1644.2,5.97235297,-2294.0
403876800.0,21.689,-96.184,4.228,1647.3,6.50006923,-2257.0
403905600.0,21.68,-96.164,4.235,1648.0,6.723094526,-2289.0
403934400.0,21.674,-96.155,4.235,1646.9,3.160838496,-2273.0
403963200.0,21.668,-96.146,4.235,1646.6,9.370901771,-2262.0
403992000.0,21.669,-96.113,4.234,1648.1,8.418081729,-2355.0
404020800.0,21.654,-96.106,4.244,1647.9,4.720190674,-2339.0
404049600.0,21.652,-96.09,4.237,1648.2,6.870705932,-2568.0
404078400.0,21.644,-96.074,4.237,1648.6,5.546467344,-2569.0
404107200.0,21.639,-96.059,4.238,1647.6,7.863841301,-2584.0
404136000.0,21.636,-96.034,4.237,1646.7,7.859039382,-2492.0
404164800.0,21.626,-96.017,4.237,1647.3,8.520375579,-2342.0
404193600.0,21.619,-95.99,4.242,1648.4,9.936483281,-2307.0
404222400.0,21.616,-95.969,4.241,1649.0,6.426173045,-2495.0
404251200.0,21.598,-95.959,4.243,1647.8,7.732696813,-2488.0
404280000.0,21.588,-95.943,4.243,1650.8,7.229280739,-2504.0
404308800.0,21.579,-95.922,4.24,1647.4,10.04956218,-2511.0
404337600.0,21.564,-95.898,4.241,1648.3,9.54025681,-2448.0
404366400.0,21.543,-95.885,4.245,1648.9,11.02570179,-2379.0
404395200.0,21.527,-95.861,4.241,1648.1,4.723187483,-2405.0
404424000.0,21.518,-95.868,4.241,1648.0,4.406143438,-2361.0
404452800.0,21.501,-95.845,4.239,1648.2,13.10782972,-2405.0
404481600.0,21.477,-95.832,4.241,1648.7,7.522831914,-2453.0
404510400.0,21.464,-95.838,4.243,1648.4,4.704147107,-2442.0
404539200.0,21.45,-95.821,4.24,1647.4,8.194937462,-2477.0
404568000.0,21.429,-95.82,4.241,1649.5,8.032247506,-2458.0
404596800.0,21.411,-95.816,4.238,1649.0,5.96632215,-2432.0
404625600.0,21.395,-95.813,4.243,1649.2,8.276986166,-2422.0
404654400.0,21.37,-95.815,4.243,1648.4,8.986439784,-2402.0
404683200.0,21.354,-95.82,4.243,1648.2,5.055373379,-2392.0
404712000.0,21.34,-95.821,4.247,1648.4,5.990901435,-2384.0
404740800.0,21.322,-95.819,4.242,1648.6,8.170152997,-2363.0
404769600.0,21.3,-95.825,4.244,1648.0,9.310692778,-2279.0
404798400.0,21.282,-95.842,4.243,1647.6,6.976854592,-2229.0
404827200.0,21.266,-95.843,4.243,1647.7,6.919747105,-2276.0
404856000.0,21.249,-95.856,4.239,1648.0,7.576707728,-2210.0
404884800.0,21.241,-95.869,4.243,1645.9,4.649440827,-2154.0
404913600.0,21.234,-95.88,4.235,1646.1,4.624078287,-2188.0
404942400.0,21.23,-95.891,4.244,1646.5,3.710013477,-2228.0
404971200.0,21.234,-95.901,4.238,1644.7,4.933933522,-2284.0
405000000.0,21.239,-95.913,4.241,1648.7,3.645888095,-2296.0
405028800.0,21.243,-95.92,4.243,1647.0,3.243269955,-2299.0
405057600.0,21.247,-95.929,4.241,1646.8,3.279405434,-2298.0
405086400.0,21.259,-95.929,4.241,1647.7,5.419344979,-2256.0
405115200.0,21.271,-95.937,4.242,1646.5,4.184925328,-2171.0
405144000.0,21.281,-95.94,4.241,1646.0,5.994163828,-2111.0
405172800.0,21.3,-95.951,4.241,1647.0,8.593253167,-2041.0
405201600.0,21.319,-95.954,4.243,1645.7,7.00285656,-2089.0
405230400.0,21.336,-95.953,4.242,1645.4,5.843372314,-2180.0
405259200.0,21.348,-95.95,4.244,1646.6,7.482272382,-2232.0
405288000.0,21.366,-95.972,4.241,1646.0,8.97677559,-2261.0
405316800.0,21.39,-95.958,4.241,1646.2,10.21875237,-2400.0
405345600.0,21.403,-95.952,4.25,1645.7,2.41364869,-2372.0
405374400.0,21.409,-95.963,4.247,1645.5,8.317144943,-2409.0
405403200.0,21.433,-95.977,4.246,1646.4,10.31175058,-2183.0
405432000.0,21.451,-95.964,4.246,1646.7,5.984989557,-2122.0
405460800.0,21.45,-95.958,4.252,1646.1,2.146625258,-2158.0
405489600.0,21.461,-95.969,4.249,1646.0,6.340804365,-2141.0
405518400.0,21.472,-95.97,4.245,1648.2,2.51001992,-2177.0
405547200.0,21.472,-95.962,4.255,1645.0,3.165896398,-2189.0
405576000.0,21.476,-95.954,4.25,1644.9,2.929590415,-2217.0
405604800.0,21.468,-95.95,4.248,1645.9,0.57,-2212.0
405633600.0,21.478,-95.955,4.253,1648.0,3.148158192,-2206.0
405662400.0,21.476,-95.95,4.251,1645.4,4.087101663,-2217.0
405691200.0,21.468,-95.944,4.248,1645.7,2.196588264,-2247.0
405720000.0,21.469,-95.947,4.254,1646.5,2.575131065,-2229.0
405748800.0,21.476,-95.943,4.248,1645.3,3.3184635,-2242.0
405777600.0,21.475,-95.934,4.249,1645.7,1.763235662,-2267.0
405806400.0,21.475,-95.934,4.254,1646.9,1.249199744,-2267.0
405835200.0,21.47,-95.932,4.254,1645.9,1.693576098,-2298.0
405864000.0,21.476,-95.926,4.253,1644.6,4.280280365,-2287.0
405892800.0,21.479,-95.919,4.253,1646.2,2.204835595,-2308.0
405921600.0,21.472,-95.919,4.256,1646.2,0.522398315,-2314.0
405950400.0,21.479,-95.916,4.258,1646.7,4.544282122,-2314.0
405979200.0,21.484,-95.91,4.259,1647.1,0.323109888,-2339.0
406008000.0,21.482,-95.915,4.254,1647.4,1.778004499,-2318.0
406036800.0,21.49,-95.912,4.261,1647.4,4.508003993,-2344.0
406065600.0,21.491,-95.902,4.259,1646.9,1.576483428,-2373.0
406094400.0,21.489,-95.905,4.261,1645.7,2.764000724,-2360.0
406123200.0,21.502,-95.891,4.261,1646.7,7.546509127,-2374.0
406152000.0,21.502,-95.882,4.262,1646.8,3.912339454,-2364.0
406180800.0,21.5,-95.9,4.261,1644.5,3.002032645,-2368.0
406209600.0,21.509,-95.892,4.259,1644.9,3.544968265,-2359.0
406238400.0,21.511,-95.895,4.264,1646.0,1.085034562,-2359.0
406267200.0,21.508,-95.892,4.263,1646.7,0.820731381,-2368.0
406296000.0,21.509,-95.897,4.259,1645.2,1.691892432,-2356.0
406324800.0,21.511,-95.888,4.261,1646.1,3.175295262,-2359.0
406353600.0,21.503,-95.889,4.263,1646.9,3.45325933,-2374.0
406382400.0,21.503,-95.897,4.263,1645.6,1.92314846,-2370.0
406411200.0,21.502,-95.897,4.259,1645.3,1.361249426,-2370.0
406440000.0,21.502,-95.891,4.261,1645.8,2.952050135,-2374.0
406468800.0,21.499,-95.884,4.263,1646.1,2.83867927,-2375.0
406497600.0,21.495,-95.885,4.264,1646.1,3.483676219,-2380.0
406526400.0,21.495,-95.891,4.259,1645.3,4.861244697,-2387.0
406555200.0,21.487,-95.866,4.261,1646.8,6.091863426,-2337.0
406584000.0,21.494,-95.869,4.267,1646.6,4.873694697,-2349.0
406612800.0,21.484,-95.88,4.26,1645.5,2.474206944,-2372.0
406641600.0,21.489,-95.878,4.26,1645.6,2.400104164,-2367.0
406670400.0,21.49,-95.879,4.264,1646.3,2.551234995,-2367.0
406699200.0,21.482,-95.872,4.264,1647.0,3.964404117,-2355.0
406728000.0,21.475,-95.883,4.263,1645.0,3.287217668,-2357.0
406756800.0,21.484,-95.882,4.258,1645.4,3.793164905,-2372.0
406785600.0,21.479,-95.873,4.262,1645.4,5.467083317,-2349.0
406814400.0,21.465,-95.878,4.266,1644.0,7.663863256,-2332.0
406843200.0,21.467,-95.897,4.257,1645.1,1.909057359,-2337.0
406872000.0,21.466,-95.879,4.26,1645.0,4.182738338,-2332.0
406900800.0,21.455,-95.891,4.27,1644.4,6.388239194,-2344.0
406929600.0,21.454,-95.9,4.261,1643.8,3.181351914,-2385.0
406958400.0,21.454,-95.905,4.254,1644.7,3.082547648,-2396.0
406987200.0,21.445,-95.894,4.263,1645.7,5.999208281,-2368.0
407016000.0,21.431,-95.917,4.261,1645.5,8.350431127,-2282.0
407044800.0,21.434,-95.925,4.261,1643.1,2.546075411,-2284.0
407073600.0,21.436,-95.923,4.253,1644.6,2.409190735,-2295.0
407102400.0,21.429,-95.935,4.264,1644.3,5.351121378,-2234.0
407131200.0,21.427,-95.944,4.261,1643.5,1.894755921,-2243.0
407160000.0,21.423,-95.943,4.258,1644.7,3.727264412,-2247.0
407188800.0,21.421,-95.935,4.262,1643.9,1.376117728,-2220.0
407217600.0,21.426,-95.942,4.256,1644.9,1.403566885,-2243.0
407246400.0,21.423,-95.938,4.259,1645.1,6.672810502,-2233.0
407275200.0,21.417,-95.967,4.266,1644.9,3.895754099,-2317.0
407304000.0,21.422,-95.956,4.256,1644.1,1.938375609,-2285.0
407332800.0,21.416,-95.967,4.253,1644.1,3.948721312,-2357.0
407361600.0,21.416,-95.971,4.265,1646.1,3.316941362,-2335.0
407390400.0,21.405,-95.98,4.261,1644.1,1.788994131,-2289.0
407419200.0,21.411,-95.976,4.261,1642.2,4.248411468,-2326.0
407448000.0,21.414,-95.989,4.259,1644.4,4.031203294,-2231.0
407476800.0,21.4,-95.985,4.266,1644.5,3.132299475,-2212.0
407505600.0,21.4,-95.994,4.264,1645.3,3.23396042,-2088.0
407534400.0,21.397,-95.996,4.255,1643.4,1.074150827,-2068.0
407563200.0,21.398,-95.996,4.255,1644.1,2.064969733,-2068.0
407592000.0,21.393,-96.006,4.263,1645.3,3.394495544,-2041.0
407620800.0,21.389,-96.008,4.259,1644.7,3.388952641,-2022.0
407649600.0,21.38,-96.006,4.249,1643.2,2.935319403,-2047.0
407678400.0,21.383,-96.02,4.256,1644.0,5.872307894,-2133.0
407707200.0,21.388,-96.023,4.259,1645.0,4.130907891,-2188.0
407736000.0,21.382,-96.01,4.254,1642.6,3.61300429,-2070.0
407764800.0,21.378,-96.029,4.259,1644.0,8.115417426,-2177.0
407793600.0,21.394,-96.038,4.258,1642.6,5.426693284,-2230.0
407822400.0,21.4,-96.031,4.258,1643.7,3.306508733,-2246.0
407851200.0,21.397,-96.026,4.254,1643.7,3.553603805,-2243.0
407880000.0,21.392,-96.04,4.257,1645.1,9.567716551,-2230.0
407908800.0,21.415,-96.058,4.258,1645.0,10.1905937,-2121.0
407937600.0,21.43,-96.032,4.256,1643.4,9.25216191,-2374.0
407966400.0,21.42,-96.03,4.253,1643.8,9.439703385,-2339.0
407995200.0,21.419,-96.059,4.261,1643.6,8.692393226,-2068.0
408024000.0,21.445,-96.054,4.262,1643.8,8.520516416,-2178.0
408052800.0,21.446,-96.043,4.264,1643.6,6.742143576,-2224.0
408081600.0,21.436,-96.036,4.256,1642.1,6.442429666,-2335.0
408110400.0,21.444,-96.067,4.256,1644.2,8.964373932,-2155.0
408139200.0,21.464,-96.055,4.263,1642.7,9.723399611,-2114.0
408168000.0,21.467,-96.039,4.256,1643.6,3.012806001,-2128.0
408196800.0,21.462,-96.044,4.252,1642.2,5.914473772,-2161.0
408225600.0,21.471,-96.06,4.261,1643.2,7.879016436,-2094.0
408254400.0,21.491,-96.052,4.259,1643.3,5.056174443,-2138.0
408283200.0,21.486,-96.049,4.256,1643.1,3.401367372,-2112.0
408312000.0,21.488,-96.058,4.254,1642.5,4.248870438,-2143.0
408340800.0,21.503,-96.052,4.262,1643.5,6.054585039,-2202.0
408369600.0,21.513,-96.057,4.26,1643.0,0.700285656,-2228.0
408398400.0,21.509,-96.057,4.258,1642.9,2.645770209,-2224.0
408427200.0,21.52,-96.068,4.256,1642.5,6.306671071,-2209.0
408456000.0,21.533,-96.056,4.256,1642.5,5.015436172,-2266.0
408484800.0,21.531,-96.053,4.261,1642.9,2.344397577,-2283.0
408513600.0,21.533,-96.062,4.259,1643.8,4.800104166,-2247.0
408542400.0,21.547,-96.065,4.259,1643.3,4.581440821,-2238.0
408571200.0,21.549,-96.059,4.264,1643.0,4.177750591,-2270.0
408600000.0,21.537,-96.06,4.264,1643.8,2.963460815,-2254.0
408628800.0,21.548,-96.07,4.26,1643.0,6.1620938,-2208.0
408657600.0,21.556,-96.065,4.258,1642.1,2.702961339,-2233.0
408686400.0,21.545,-96.069,4.256,1642.8,6.304363568,-2207.0
408715200.0,21.55,-96.086,4.257,1642.8,4.979256973,-2149.0
408744000.0,21.56,-96.078,4.254,1642.1,3.411231449,-2158.0
408772800.0,21.555,-96.078,4.252,1642.3,3.248538133,-2162.0
408801600.0,21.553,-96.084,4.252,1642.2,1.672752223,-2154.0
408830400.0,21.561,-96.083,4.253,1641.0,4.00244925,-2155.0
408859200.0,21.569,-96.083,4.251,1641.7,1.192811804,-2161.0
408888000.0,21.565,-96.079,4.25,1642.4,1.696643746,-2161.0
408916800.0,21.565,-96.084,4.249,1639.9,2.953116997,-2157.0
408945600.0,21.573,-96.082,4.254,1642.2,5.71986888,-2167.0
408974400.0,21.575,-96.066,4.251,1641.3,0.445982062,-2239.0
409003200.0,21.574,-96.077,4.253,1641.6,0.594810894,-2171.0
409032000.0,21.577,-96.066,4.253,1642.2,2.884024965,-2249.0
409060800.0,21.577,-96.07,4.253,1642.6,2.82150669,-2219.0
409089600.0,21.576,-96.072,4.256,1641.3,1.533949152,-2194.0
409118400.0,21.578,-96.062,4.255,1641.0,5.913543777,-2278.0
409147200.0,21.573,-96.05,4.255,1640.8,1.732166274,-2322.0
409176000.0,21.574,-96.066,4.255,1642.2,6.717514421,-2239.0
409204800.0,21.575,-96.076,4.255,1641.8,1.643471935,-2171.0
409233600.0,21.571,-96.077,4.251,1641.1,0.603738354,-2171.0
409262400.0,21.575,-96.077,4.253,1641.6,1.829890707,-2171.0
409291200.0,21.568,-96.07,4.257,1641.1,1.799138683,-2201.0
409320000.0,21.571,-96.069,4.255,1640.9,1.390863041,-2207.0
409348800.0,21.571,-96.065,4.252,1642.1,0.500899191,-2239.0
409377600.0,21.573,-96.064,4.256,1642.4,2.617250466,-2239.0
409406400.0,21.572,-96.054,4.256,1642.0,1.66436174,-2322.0
409435200.0,21.572,-96.058,4.252,1641.5,2.31043286,-2298.0
409464000.0,21.578,-96.057,4.26,1642.6,3.378431589,-2302.0
409492800.0,21.58,-96.052,4.259,1642.1,2.596767221,-2326.0
409521600.0,21.571,-96.056,4.257,1641.6,2.491104173,-2298.0
409550400.0,21.575,-96.055,4.259,1642.4,4.926662156,-2298.0
409579200.0,21.577,-96.037,4.261,1642.2,5.203124062,-2344.0
409608000.0,21.572,-96.037,4.254,1641.7,5.15993217,-2360.0
409636800.0,21.575,-96.054,4.259,1641.4,3.520866371,-2322.0
409665600.0,21.577,-96.046,4.257,1642.4,8.69740766,-2339.0
409694400.0,21.579,-96.026,4.259,1642.0,0.978621479,-2312.0
409723200.0,21.579,-96.043,4.259,1641.4,3.880631392,-2350.0
409752000.0,21.579,-96.035,4.261,1642.3,5.554421662,-2344.0
409780800.0,21.59,-96.026,4.264,1642.5,3.225678223,-2307.0
409809600.0,21.588,-96.022,4.262,1640.9,3.242298567,-2303.0
409838400.0,21.583,-96.016,4.266,1643.4,2.033027299,-2302.0
409867200.0,21.591,-96.01,4.264,1641.7,4.990561091,-2319.0
409896000.0,21.595,-96.002,4.26,1641.4,1.274754878,-2361.0
409924800.0,21.589,-96.009,4.268,1643.0,3.012407675,-2319.0
409953600.0,21.592,-96.013,4.266,1640.9,0.553624421,-2312.0
409982400.0,21.589,-96.01,4.261,1641.7,2.972709202,-2319.0
410011200.0,21.588,-96.001,4.269,1642.8,2.461747347,-2361.0
410040000.0,21.579,-96.001,4.266,1640.6,4.200297609,-2316.0
410068800.0,21.57,-95.997,4.263,1641.1,3.444706083,-2303.0
410097600.0,21.567,-95.984,4.258,1641.0,6.656493071,-2336.0
410126400.0,21.557,-95.966,4.269,1642.7,7.306161783,-2421.0
410155200.0,21.54,-95.964,4.261,1640.0,5.287163701,-2423.0
410184000.0,21.534,-95.967,4.263,1643.5,1.214331092,-2405.0
410212800.0,21.537,-95.963,4.265,1641.3,6.05309838,-2419.0
410241600.0,21.525,-95.94,4.265,1640.1,10.20331809,-2288.0
410270400.0,21.506,-95.942,4.261,1642.0,7.43097571,-2259.0
410299200.0,21.513,-95.956,4.261,1641.7,5.850239311,-2294.0
410328000.0,21.503,-95.919,4.266,1642.2,11.11825976,-2315.0
410356800.0,21.487,-95.923,4.255,1639.7,7.252089354,-2298.0
410385600.0,21.48,-95.932,4.266,1642.6,2.156687275,-2275.0
410414400.0,21.474,-95.923,4.264,1642.0,4.390455557,-2307.0
410443200.0,21.467,-95.915,4.258,1640.6,4.143428532,-2328.0
410472000.0,21.457,-95.91,4.268,1642.9,5.190038536,-2387.0
410500800.0,21.445,-95.911,4.262,1641.6,2.518114374,-2368.0
410529600.0,21.445,-95.905,4.264,1640.4,0.879829529,-2375.0
410558400.0,21.438,-95.912,4.261,1641.0,4.020957597,-2350.0
410587200.0,21.427,-95.903,4.271,1642.2,3.970415595,-2340.0
410616000.0,21.418,-95.913,4.262,1641.6,5.340009363,-2237.0
410644800.0,21.41,-95.916,4.262,1640.5,1.915411183,-2213.0
410673600.0,21.404,-95.913,4.258,1640.8,5.35994403,-2211.0
410702400.0,21.385,-95.915,4.262,1640.7,6.656485559,-2228.0
410731200.0,21.378,-95.925,4.261,1639.4,2.09153054,-2223.0
410760000.0,21.375,-95.924,4.259,1641.4,1.793599732,-2220.0
410788800.0,21.369,-95.927,4.257,1641.7,5.136389783,-2221.0
410817600.0,21.357,-95.932,4.264,1641.3,5.495834786,-2204.0
410846400.0,21.35,-95.915,4.261,1641.0,4.751778614,-2206.0
410875200.0,21.34,-95.941,4.254,1640.4,9.324816352,-2174.0
410904000.0,21.353,-95.947,4.257,1639.9,4.018121452,-2235.0
410932800.0,21.339,-95.933,4.26,1641.0,5.619688603,-2162.0
410961600.0,21.335,-95.942,4.256,1639.8,5.943769847,-2166.0
410990400.0,21.334,-95.953,4.255,1640.5,2.768049855,-2180.0
411019200.0,21.344,-95.941,4.256,1640.1,4.233414697,-2187.0
411048000.0,21.338,-95.938,4.258,1638.8,2.510478042,-2174.0
411076800.0,21.335,-95.942,4.252,1640.1,3.819384767,-2166.0
411105600.0,21.333,-95.954,4.256,1641.0,5.657596663,-2160.0
411134400.0,21.353,-95.952,4.253,1639.6,9.690330232,-2247.0
411163200.0,21.352,-95.928,4.257,1640.0,5.300283011,-2189.0
411192000.0,21.336,-95.951,4.248,1637.7,8.972318541,-2180.0
411220800.0,21.34,-95.959,4.248,1640.0,7.508128928,-2209.0
411249600.0,21.362,-95.965,4.259,1640.4,4.470357928,-2283.0
411278400.0,21.359,-95.961,4.256,1639.7,4.232363406,-2291.0
411307200.0,21.355,-95.96,4.25,1639.0,5.238024437,-2276.0
411336000.0,21.363,-95.981,4.256,1643.0,6.615746368,-2198.0
411364800.0,21.376,-95.976,4.256,1639.2,5.090324155,-2276.0
411393600.0,21.378,-95.971,4.256,1638.7,1.010049504,-2317.0
411422400.0,21.376,-95.972,4.25,1639.8,0.818352003,-2317.0
411451200.0,21.381,-95.97,4.256,1641.0,2.750709,-2369.0
411480000.0,21.388,-95.977,4.25,1640.5,4.93811705,-2337.0
411508800.0,21.399,-95.967,4.256,1639.2,0.421900462,-2433.0
411537600.0,21.39,-95.98,4.256,1640.6,4.570175051,-2264.0
411566400.0,21.391,-95.976,4.252,1639.7,5.12445119,-2337.0
411595200.0,21.409,-95.976,4.256,1640.7,6.418488919,-2326.0
411624000.0,21.414,-95.97,4.255,1639.4,5.106897297,-2357.0
411652800.0,21.398,-95.967,4.261,1639.7,5.670996385,-2433.0
411681600.0,21.401,-95.989,4.253,1640.1,9.182298187,-2172.0
411710400.0,21.416,-95.997,4.254,1640.3,2.648867683,-2215.0
411739200.0,21.41,-95.989,4.256,1639.9,5.751043384,-2218.0
411768000.0,21.397,-95.993,4.254,1639.3,6.78028023,-2088.0
411796800.0,21.403,-96.014,4.249,1639.8,7.586092538,-2171.0
411825600.0,21.422,-96.011,4.253,1639.6,3.843461981,-2318.0
411854400.0,21.416,-96.013,4.252,1638.8,6.044046658,-2275.0
411883200.0,21.405,-96.021,4.25,1637.7,3.439956395,-2256.0
411912000.0,21.417,-96.034,4.253,1639.2,9.972106097,-2308.0
411940800.0,21.435,-96.044,4.253,1639.8,5.374476719,-2253.0
411969600.0,21.434,-96.024,4.248,1640.0,2.466171121,-2400.0
411998400.0,21.432,-96.042,4.254,1639.6,6.947524739,-2252.0
