Date (yyyy-MMM-dd hh:mm),Latitude (N),Longitude (W),Temperature (C),Pressure (dbar),Speed (cm/s),Bottom Depth (m),Depth (m)
10/1/2012 8:00,22.071,-96.598,4.257,1580.6,7.223572523,-2128.0,-1571.92
10/1/2012 16:00,22.058,-96.6,4.263,1580.7,3.911521443,-2104.0,-1572.01
10/2/2012 0:00,22.056,-96.607,4.256,1578.6,0.297321375,-2091.0,-1569.93
10/2/2012 8:00,22.052,-96.599,4.257,1580.0,6.01911123,-2098.0,-1571.32
10/2/2012 16:00,22.039,-96.59,4.259,1579.4,7.067595065,-2086.0,-1570.72
10/3/2012 0:00,22.022,-96.601,4.253,1579.7,3.330135132,-2034.0,-1571.02
10/3/2012 8:00,22.019,-96.591,4.253,1578.7,4.080612699,-2029.0,-1570.03
10/3/2012 16:00,22.004,-96.589,4.254,1580.1,8.814766021,-1995.0,-1571.42
10/4/2012 0:00,21.981,-96.587,4.249,1578.9,6.721971437,-1984.0,-1570.22
10/4/2012 8:00,21.968,-96.591,4.249,1578.7,6.440194096,-1976.0,-1570.03
10/4/2012 16:00,21.948,-96.585,4.257,1579.3,6.091543318,-2019.0,-1570.62
10/5/2012 0:00,21.937,-96.577,4.253,1578.4,9.326290795,-2057.0,-1569.73
10/5/2012 8:00,21.911,-96.557,4.257,1579.3,9.458990432,-2108.0,-1570.62
10/5/2012 16:00,21.896,-96.555,4.253,1579.4,6.081611629,-2106.0,-1570.72
10/6/2012 0:00,21.877,-96.547,4.259,1579.6,9.216094618,-2059.0,-1570.92
10/6/2012 8:00,21.86,-96.529,4.256,1579.2,8.007696298,-2031.0,-1570.52
10/6/2012 16:00,21.839,-96.521,4.256,1579.2,10.36139469,-1981.0,-1570.52
10/7/2012 0:00,21.822,-96.498,4.262,1580.1,6.426585408,-2083.0,-1571.42
10/7/2012 8:00,21.814,-96.493,4.258,1577.6,6.08740503,-2089.0,-1568.93
10/7/2012 16:00,21.798,-96.474,4.253,1578.5,6.665230679,-2131.0,-1569.83
10/8/2012 0:00,21.79,-96.463,4.261,1579.7,10.12504321,-2156.0,-1571.02
10/8/2012 8:00,21.775,-96.432,4.253,1578.1,6.003040896,-2182.0,-1569.43
10/8/2012 16:00,21.778,-96.429,4.248,1578.4,5.19339003,-2183.0,-1569.73
10/9/2012 0:00,21.765,-96.4,4.252,1578.4,10.13076996,-2058.0,-1569.73
10/9/2012 8:00,21.752,-96.393,4.247,1576.6,4.109659353,-1994.0,-1567.94
10/9/2012 16:00,21.749,-96.375,4.244,1576.9,7.830006386,-1951.0,-1568.24
10/10/2012 0:00,21.747,-96.351,4.24,1576.7,11.12863424,-2047.0,-1568.04
10/10/2012 8:00,21.743,-96.323,4.235,1576.3,3.605551275,-2155.0,-1567.64
10/10/2012 16:00,21.746,-96.323,4.232,1576.3,4.887535166,-2168.0,-1567.64
10/11/2012 0:00,21.737,-96.293,4.23,1575.9,10.91831947,-1964.0,-1567.24
10/11/2012 8:00,21.728,-96.272,4.222,1571.6,9.857078675,-1870.0,-1562.96
10/11/2012 16:00,21.724,-96.245,4.259,1624.8,3.092329219,-2260.0,-1615.87
10/12/2012 0:00,21.728,-96.253,4.25,1626.3,2.857008925,-2116.0,-1617.36
10/12/2012 8:00,21.732,-96.246,4.261,1651.7,1.840543398,-2206.0,-1642.62
10/12/2012 16:00,21.729,-96.251,4.262,1656.5,3.57687014,-2116.0,-1647.4
10/13/2012 0:00,21.736,-96.255,4.286,1622.4,2.121508897,-2129.0,-1613.49
10/13/2012 8:00,21.727,-96.245,4.262,1656.4,3.820994635,-2261.0,-1647.3
10/13/2012 16:00,21.726,-96.246,4.256,1629.6,1.536391877,-2192.0,-1620.65
10/14/2012 0:00,21.731,-96.244,4.26,1637.5,2.8609439,-2260.0,-1628.5
10/14/2012 8:00,21.731,-96.252,4.261,1633.7,4.016279373,-2145.0,-1624.72
10/14/2012 16:00,21.72,-96.237,4.252,1650.0,3.041052449,-2270.0,-1640.93
10/15/2012 0:00,21.728,-96.24,4.251,1656.3,5.791044811,-2301.0,-1647.2
10/15/2012 8:00,21.736,-96.236,4.255,1683.3,3.256286228,-2356.0,-1674.05
10/15/2012 16:00,21.722,-96.252,4.255,1669.7,5.581684334,-2077.0,-1660.53
10/16/2012 0:00,21.729,-96.253,4.243,1643.3,6.065904714,-2116.0,-1634.27
10/16/2012 8:00,21.735,-96.237,4.243,1649.2,6.222290575,-2356.0,-1640.14
10/16/2012 16:00,21.725,-96.228,4.241,1646.8,1.540519393,-2371.0,-1637.75
10/17/2012 0:00,21.727,-96.235,4.234,1642.3,3.48208271,-2328.0,-1633.28
10/17/2012 8:00,21.721,-96.239,4.232,1645.1,1.534438008,-2290.0,-1636.06
10/17/2012 16:00,21.726,-96.226,4.232,1646.9,6.600515131,-2371.0,-1637.85
10/18/2012 0:00,21.719,-96.211,4.224,1631.8,5.209193796,-2312.0,-1622.83
10/18/2012 8:00,21.706,-96.211,4.232,1646.4,4.731025259,-2185.0,-1637.35
10/18/2012 16:00,21.699,-96.194,4.226,1644.2,5.97235297,-2294.0,-1635.17
10/19/2012 0:00,21.689,-96.184,4.228,1647.3,6.50006923,-2257.0,-1638.25
10/19/2012 8:00,21.68,-96.164,4.235,1648.0,6.723094526,-2289.0,-1638.94
10/19/2012 16:00,21.674,-96.155,4.235,1646.9,3.160838496,-2273.0,-1637.85
10/20/2012 0:00,21.668,-96.146,4.235,1646.6,9.370901771,-2262.0,-1637.55
10/20/2012 8:00,21.669,-96.113,4.234,1648.1,8.418081729,-2355.0,-1639.04
10/20/2012 16:00,21.654,-96.106,4.244,1647.9,4.720190674,-2339.0,-1638.85
10/21/2012 0:00,21.652,-96.09,4.237,1648.2,6.870705932,-2568.0,-1639.14
10/21/2012 8:00,21.644,-96.074,4.237,1648.6,5.546467344,-2569.0,-1639.54
10/21/2012 16:00,21.639,-96.059,4.238,1647.6,7.863841301,-2584.0,-1638.55
10/22/2012 0:00,21.636,-96.034,4.237,1646.7,7.859039382,-2492.0,-1637.65
10/22/2012 8:00,21.626,-96.017,4.237,1647.3,8.520375579,-2342.0,-1638.25
10/22/2012 16:00,21.619,-95.99,4.242,1648.4,9.936483281,-2307.0,-1639.34
10/23/2012 0:00,21.616,-95.969,4.241,1649.0,6.426173045,-2495.0,-1639.94
10/23/2012 8:00,21.598,-95.959,4.243,1647.8,7.732696813,-2488.0,-1638.75
10/23/2012 16:00,21.588,-95.943,4.243,1650.8,7.229280739,-2504.0,-1641.73
10/24/2012 0:00,21.579,-95.922,4.24,1647.4,10.04956218,-2511.0,-1638.35
10/24/2012 8:00,21.564,-95.898,4.241,1648.3,9.54025681,-2448.0,-1639.24
10/24/2012 16:00,21.543,-95.885,4.245,1648.9,11.02570179,-2379.0,-1639.84
10/25/2012 0:00,21.527,-95.861,4.241,1648.1,4.723187483,-2405.0,-1639.04
10/25/2012 8:00,21.518,-95.868,4.241,1648.0,4.406143438,-2361.0,-1638.94
10/25/2012 16:00,21.501,-95.845,4.239,1648.2,13.10782972,-2405.0,-1639.14
10/26/2012 0:00,21.477,-95.832,4.241,1648.7,7.522831914,-2453.0,-1639.64
10/26/2012 8:00,21.464,-95.838,4.243,1648.4,4.704147107,-2442.0,-1639.34
10/26/2012 16:00,21.45,-95.821,4.24,1647.4,8.194937462,-2477.0,-1638.35
10/27/2012 0:00,21.429,-95.82,4.241,1649.5,8.032247506,-2458.0,-1640.44
10/27/2012 8:00,21.411,-95.816,4.238,1649.0,5.96632215,-2432.0,-1639.94
10/27/2012 16:00,21.395,-95.813,4.243,1649.2,8.276986166,-2422.0,-1640.14
10/28/2012 0:00,21.37,-95.815,4.243,1648.4,8.986439784,-2402.0,-1639.34
10/28/2012 8:00,21.354,-95.82,4.243,1648.2,5.055373379,-2392.0,-1639.14
10/28/2012 16:00,21.34,-95.821,4.247,1648.4,5.990901435,-2384.0,-1639.34
10/29/2012 0:00,21.322,-95.819,4.242,1648.6,8.170152997,-2363.0,-1639.54
10/29/2012 8:00,21.3,-95.825,4.244,1648.0,9.310692778,-2279.0,-1638.94
10/29/2012 16:00,21.282,-95.842,4.243,1647.6,6.976854592,-2229.0,-1638.55
10/30/2012 0:00,21.266,-95.843,4.243,1647.7,6.919747105,-2276.0,-1638.65
10/30/2012 8:00,21.249,-95.856,4.239,1648.0,7.576707728,-2210.0,-1638.94
10/30/2012 16:00,21.241,-95.869,4.243,1645.9,4.649440827,-2154.0,-1636.86
10/31/2012 0:00,21.234,-95.88,4.235,1646.1,4.624078287,-2188.0,-1637.06
10/31/2012 8:00,21.23,-95.891,4.244,1646.5,3.710013477,-2228.0,-1637.45
10/31/2012 16:00,21.234,-95.901,4.238,1644.7,4.933933522,-2284.0,-1635.66
11/1/2012 0:00,21.239,-95.913,4.241,1648.7,3.645888095,-2296.0,-1639.64
11/1/2012 8:00,21.243,-95.92,4.243,1647.0,3.243269955,-2299.0,-1637.95
11/1/2012 16:00,21.247,-95.929,4.241,1646.8,3.279405434,-2298.0,-1637.75
11/2/2012 0:00,21.259,-95.929,4.241,1647.7,5.419344979,-2256.0,-1638.65
11/2/2012 8:00,21.271,-95.937,4.242,1646.5,4.184925328,-2171.0,-1637.45
11/2/2012 16:00,21.281,-95.94,4.241,1646.0,5.994163828,-2111.0,-1636.96
11/3/2012 0:00,21.3,-95.951,4.241,1647.0,8.593253167,-2041.0,-1637.95
11/3/2012 8:00,21.319,-95.954,4.243,1645.7,7.00285656,-2089.0,-1636.66
11/3/2012 16:00,21.336,-95.953,4.242,1645.4,5.843372314,-2180.0,-1636.36
11/4/2012 0:00,21.348,-95.95,4.244,1646.6,7.482272382,-2232.0,-1637.55
11/4/2012 8:00,21.366,-95.972,4.241,1646.0,8.97677559,-2261.0,-1636.96
11/4/2012 16:00,21.39,-95.958,4.241,1646.2,10.21875237,-2400.0,-1637.15
11/5/2012 0:00,21.403,-95.952,4.25,1645.7,2.41364869,-2372.0,-1636.66
11/5/2012 8:00,21.409,-95.963,4.247,1645.5,8.317144943,-2409.0,-1636.46
11/5/2012 16:00,21.433,-95.977,4.246,1646.4,10.31175058,-2183.0,-1637.35
11/6/2012 0:00,21.451,-95.964,4.246,1646.7,5.984989557,-2122.0,-1637.65
11/6/2012 8:00,21.45,-95.958,4.252,1646.1,2.146625258,-2158.0,-1637.06
11/6/2012 16:00,21.461,-95.969,4.249,1646.0,6.340804365,-2141.0,-1636.96
11/7/2012 0:00,21.472,-95.97,4.245,1648.2,2.51001992,-2177.0,-1639.14
11/7/2012 8:00,21.472,-95.962,4.255,1645.0,3.165896398,-2189.0,-1635.96
11/7/2012 16:00,21.476,-95.954,4.25,1644.9,2.929590415,-2217.0,-1635.86
11/8/2012 0:00,21.468,-95.95,4.248,1645.9,0.57,-2212.0,-1636.86
11/8/2012 8:00,21.478,-95.955,4.253,1648.0,3.148158192,-2206.0,-1638.94
11/8/2012 16:00,21.476,-95.95,4.251,1645.4,4.087101663,-2217.0,-1636.36
11/9/2012 0:00,21.468,-95.944,4.248,1645.7,2.196588264,-2247.0,-1636.66
11/9/2012 8:00,21.469,-95.947,4.254,1646.5,2.575131065,-2229.0,-1637.45
11/9/2012 16:00,21.476,-95.943,4.248,1645.3,3.3184635,-2242.0,-1636.26
11/10/2012 0:00,21.475,-95.934,4.249,1645.7,1.763235662,-2267.0,-1636.66
11/10/2012 8:00,21.475,-95.934,4.254,1646.9,1.249199744,-2267.0,-1637.85
11/10/2012 16:00,21.47,-95.932,4.254,1645.9,1.693576098,-2298.0,-1636.86
11/11/2012 0:00,21.476,-95.926,4.253,1644.6,4.280280365,-2287.0,-1635.56
11/11/2012 8:00,21.479,-95.919,4.253,1646.2,2.204835595,-2308.0,-1637.15
11/11/2012 16:00,21.472,-95.919,4.256,1646.2,0.522398315,-2314.0,-1637.15
11/12/2012 0:00,21.479,-95.916,4.258,1646.7,4.544282122,-2314.0,-1637.65
11/12/2012 8:00,21.484,-95.91,4.259,1647.1,0.323109888,-2339.0,-1638.05
11/12/2012 16:00,21.482,-95.915,4.254,1647.4,1.778004499,-2318.0,-1638.35
11/13/2012 0:00,21.49,-95.912,4.261,1647.4,4.508003993,-2344.0,-1638.35
11/13/2012 8:00,21.491,-95.902,4.259,1646.9,1.576483428,-2373.0,-1637.85
11/13/2012 16:00,21.489,-95.905,4.261,1645.7,2.764000724,-2360.0,-1636.66
11/14/2012 0:00,21.502,-95.891,4.261,1646.7,7.546509127,-2374.0,-1637.65
11/14/2012 8:00,21.502,-95.882,4.262,1646.8,3.912339454,-2364.0,-1637.75
11/14/2012 16:00,21.5,-95.9,4.261,1644.5,3.002032645,-2368.0,-1635.46
11/15/2012 0:00,21.509,-95.892,4.259,1644.9,3.544968265,-2359.0,-1635.86
11/15/2012 8:00,21.511,-95.895,4.264,1646.0,1.085034562,-2359.0,-1636.96
11/15/2012 16:00,21.508,-95.892,4.263,1646.7,0.820731381,-2368.0,-1637.65
11/16/2012 0:00,21.509,-95.897,4.259,1645.2,1.691892432,-2356.0,-1636.16
11/16/2012 8:00,21.511,-95.888,4.261,1646.1,3.175295262,-2359.0,-1637.06
11/16/2012 16:00,21.503,-95.889,4.263,1646.9,3.45325933,-2374.0,-1637.85
11/17/2012 0:00,21.503,-95.897,4.263,1645.6,1.92314846,-2370.0,-1636.56
11/17/2012 8:00,21.502,-95.897,4.259,1645.3,1.361249426,-2370.0,-1636.26
11/17/2012 16:00,21.502,-95.891,4.261,1645.8,2.952050135,-2374.0,-1636.76
11/18/2012 0:00,21.499,-95.884,4.263,1646.1,2.83867927,-2375.0,-1637.06
11/18/2012 8:00,21.495,-95.885,4.264,1646.1,3.483676219,-2380.0,-1637.06
11/18/2012 16:00,21.495,-95.891,4.259,1645.3,4.861244697,-2387.0,-1636.26
11/19/2012 0:00,21.487,-95.866,4.261,1646.8,6.091863426,-2337.0,-1637.75
11/19/2012 8:00,21.494,-95.869,4.267,1646.6,4.873694697,-2349.0,-1637.55
11/19/2012 16:00,21.484,-95.88,4.26,1645.5,2.474206944,-2372.0,-1636.46
11/20/2012 0:00,21.489,-95.878,4.26,1645.6,2.400104164,-2367.0,-1636.56
11/20/2012 8:00,21.49,-95.879,4.264,1646.3,2.551234995,-2367.0,-1637.25
11/20/2012 16:00,21.482,-95.872,4.264,1647.0,3.964404117,-2355.0,-1637.95
11/21/2012 0:00,21.475,-95.883,4.263,1645.0,3.287217668,-2357.0,-1635.96
11/21/2012 8:00,21.484,-95.882,4.258,1645.4,3.793164905,-2372.0,-1636.36
11/21/2012 16:00,21.479,-95.873,4.262,1645.4,5.467083317,-2349.0,-1636.36
11/22/2012 0:00,21.465,-95.878,4.266,1644.0,7.663863256,-2332.0,-1634.97
11/22/2012 8:00,21.467,-95.897,4.257,1645.1,1.909057359,-2337.0,-1636.06
11/22/2012 16:00,21.466,-95.879,4.26,1645.0,4.182738338,-2332.0,-1635.96
11/23/2012 0:00,21.455,-95.891,4.27,1644.4,6.388239194,-2344.0,-1635.36
11/23/2012 8:00,21.454,-95.9,4.261,1643.8,3.181351914,-2385.0,-1634.77
11/23/2012 16:00,21.454,-95.905,4.254,1644.7,3.082547648,-2396.0,-1635.66
11/24/2012 0:00,21.445,-95.894,4.263,1645.7,5.999208281,-2368.0,-1636.66
11/24/2012 8:00,21.431,-95.917,4.261,1645.5,8.350431127,-2282.0,-1636.46
11/24/2012 16:00,21.434,-95.925,4.261,1643.1,2.546075411,-2284.0,-1634.07
11/25/2012 0:00,21.436,-95.923,4.253,1644.6,2.409190735,-2295.0,-1635.56
11/25/2012 8:00,21.429,-95.935,4.264,1644.3,5.351121378,-2234.0,-1635.27
11/25/2012 16:00,21.427,-95.944,4.261,1643.5,1.894755921,-2243.0,-1634.47
11/26/2012 0:00,21.423,-95.943,4.258,1644.7,3.727264412,-2247.0,-1635.66
11/26/2012 8:00,21.421,-95.935,4.262,1643.9,1.376117728,-2220.0,-1634.87
11/26/2012 16:00,21.426,-95.942,4.256,1644.9,1.403566885,-2243.0,-1635.86
11/27/2012 0:00,21.423,-95.938,4.259,1645.1,6.672810502,-2233.0,-1636.06
11/27/2012 8:00,21.417,-95.967,4.266,1644.9,3.895754099,-2317.0,-1635.86
11/27/2012 16:00,21.422,-95.956,4.256,1644.1,1.938375609,-2285.0,-1635.07
11/28/2012 0:00,21.416,-95.967,4.253,1644.1,3.948721312,-2357.0,-1635.07
11/28/2012 8:00,21.416,-95.971,4.265,1646.1,3.316941362,-2335.0,-1637.06
11/28/2012 16:00,21.405,-95.98,4.261,1644.1,1.788994131,-2289.0,-1635.07
11/29/2012 0:00,21.411,-95.976,4.261,1642.2,4.248411468,-2326.0,-1633.18
11/29/2012 8:00,21.414,-95.989,4.259,1644.4,4.031203294,-2231.0,-1635.36
11/29/2012 16:00,21.4,-95.985,4.266,1644.5,3.132299475,-2212.0,-1635.46
11/30/2012 0:00,21.4,-95.994,4.264,1645.3,3.23396042,-2088.0,-1636.26
11/30/2012 8:00,21.397,-95.996,4.255,1643.4,1.074150827,-2068.0,-1634.37
11/30/2012 16:00,21.398,-95.996,4.255,1644.1,2.064969733,-2068.0,-1635.07
12/1/2012 0:00,21.393,-96.006,4.263,1645.3,3.394495544,-2041.0,-1636.26
12/1/2012 8:00,21.389,-96.008,4.259,1644.7,3.388952641,-2022.0,-1635.66
12/1/2012 16:00,21.38,-96.006,4.249,1643.2,2.935319403,-2047.0,-1634.17
12/2/2012 0:00,21.383,-96.02,4.256,1644.0,5.872307894,-2133.0,-1634.97
12/2/2012 8:00,21.388,-96.023,4.259,1645.0,4.130907891,-2188.0,-1635.96
12/2/2012 16:00,21.382,-96.01,4.254,1642.6,3.61300429,-2070.0,-1633.57
12/3/2012 0:00,21.378,-96.029,4.259,1644.0,8.115417426,-2177.0,-1634.97
12/3/2012 8:00,21.394,-96.038,4.258,1642.6,5.426693284,-2230.0,-1633.57
12/3/2012 16:00,21.4,-96.031,4.258,1643.7,3.306508733,-2246.0,-1634.67
12/4/2012 0:00,21.397,-96.026,4.254,1643.7,3.553603805,-2243.0,-1634.67
12/4/2012 8:00,21.392,-96.04,4.257,1645.1,9.567716551,-2230.0,-1636.06
12/4/2012 16:00,21.415,-96.058,4.258,1645.0,10.1905937,-2121.0,-1635.96
12/5/2012 0:00,21.43,-96.032,4.256,1643.4,9.25216191,-2374.0,-1634.37
12/5/2012 8:00,21.42,-96.03,4.253,1643.8,9.439703385,-2339.0,-1634.77
12/5/2012 16:00,21.419,-96.059,4.261,1643.6,8.692393226,-2068.0,-1634.57
12/6/2012 0:00,21.445,-96.054,4.262,1643.8,8.520516416,-2178.0,-1634.77
12/6/2012 8:00,21.446,-96.043,4.264,1643.6,6.742143576,-2224.0,-1634.57
12/6/2012 16:00,21.436,-96.036,4.256,1642.1,6.442429666,-2335.0,-1633.08
12/7/2012 0:00,21.444,-96.067,4.256,1644.2,8.964373932,-2155.0,-1635.17
12/7/2012 8:00,21.464,-96.055,4.263,1642.7,9.723399611,-2114.0,-1633.67
12/7/2012 16:00,21.467,-96.039,4.256,1643.6,3.012806001,-2128.0,-1634.57
12/8/2012 0:00,21.462,-96.044,4.252,1642.2,5.914473772,-2161.0,-1633.18
12/8/2012 8:00,21.471,-96.06,4.261,1643.2,7.879016436,-2094.0,-1634.17
12/8/2012 16:00,21.491,-96.052,4.259,1643.3,5.056174443,-2138.0,-1634.27
12/9/2012 0:00,21.486,-96.049,4.256,1643.1,3.401367372,-2112.0,-1634.07
12/9/2012 8:00,21.488,-96.058,4.254,1642.5,4.248870438,-2143.0,-1633.48
12/9/2012 16:00,21.503,-96.052,4.262,1643.5,6.054585039,-2202.0,-1634.47
12/10/2012 0:00,21.513,-96.057,4.26,1643.0,0.700285656,-2228.0,-1633.97
12/10/2012 8:00,21.509,-96.057,4.258,1642.9,2.645770209,-2224.0,-1633.87
12/10/2012 16:00,21.52,-96.068,4.256,1642.5,6.306671071,-2209.0,-1633.48
12/11/2012 0:00,21.533,-96.056,4.256,1642.5,5.015436172,-2266.0,-1633.48
12/11/2012 8:00,21.531,-96.053,4.261,1642.9,2.344397577,-2283.0,-1633.87
12/11/2012 16:00,21.533,-96.062,4.259,1643.8,4.800104166,-2247.0,-1634.77
12/12/2012 0:00,21.547,-96.065,4.259,1643.3,4.581440821,-2238.0,-1634.27
12/12/2012 8:00,21.549,-96.059,4.264,1643.0,4.177750591,-2270.0,-1633.97
12/12/2012 16:00,21.537,-96.06,4.264,1643.8,2.963460815,-2254.0,-1634.77
12/13/2012 0:00,21.548,-96.07,4.26,1643.0,6.1620938,-2208.0,-1633.97
12/13/2012 8:00,21.556,-96.065,4.258,1642.1,2.702961339,-2233.0,-1633.08
12/13/2012 16:00,21.545,-96.069,4.256,1642.8,6.304363568,-2207.0,-1633.77
12/14/2012 0:00,21.55,-96.086,4.257,1642.8,4.979256973,-2149.0,-1633.77
12/14/2012 8:00,21.56,-96.078,4.254,1642.1,3.411231449,-2158.0,-1633.08
12/14/2012 16:00,21.555,-96.078,4.252,1642.3,3.248538133,-2162.0,-1633.28
12/15/2012 0:00,21.553,-96.084,4.252,1642.2,1.672752223,-2154.0,-1633.18
12/15/2012 8:00,21.561,-96.083,4.253,1641.0,4.00244925,-2155.0,-1631.98
12/15/2012 16:00,21.569,-96.083,4.251,1641.7,1.192811804,-2161.0,-1632.68
12/16/2012 0:00,21.565,-96.079,4.25,1642.4,1.696643746,-2161.0,-1633.38
12/16/2012 8:00,21.565,-96.084,4.249,1639.9,2.953116997,-2157.0,-1630.89
12/16/2012 16:00,21.573,-96.082,4.254,1642.2,5.71986888,-2167.0,-1633.18
12/17/2012 0:00,21.575,-96.066,4.251,1641.3,0.445982062,-2239.0,-1632.28
12/17/2012 8:00,21.574,-96.077,4.253,1641.6,0.594810894,-2171.0,-1632.58
12/17/2012 16:00,21.577,-96.066,4.253,1642.2,2.884024965,-2249.0,-1633.18
12/18/2012 0:00,21.577,-96.07,4.253,1642.6,2.82150669,-2219.0,-1633.57
12/18/2012 8:00,21.576,-96.072,4.256,1641.3,1.533949152,-2194.0,-1632.28
12/18/2012 16:00,21.578,-96.062,4.255,1641.0,5.913543777,-2278.0,-1631.98
12/19/2012 0:00,21.573,-96.05,4.255,1640.8,1.732166274,-2322.0,-1631.78
12/19/2012 8:00,21.574,-96.066,4.255,1642.2,6.717514421,-2239.0,-1633.18
12/19/2012 16:00,21.575,-96.076,4.255,1641.8,1.643471935,-2171.0,-1632.78
12/20/2012 0:00,21.571,-96.077,4.251,1641.1,0.603738354,-2171.0,-1632.08
12/20/2012 8:00,21.575,-96.077,4.253,1641.6,1.829890707,-2171.0,-1632.58
12/20/2012 16:00,21.568,-96.07,4.257,1641.1,1.799138683,-2201.0,-1632.08
12/21/2012 0:00,21.571,-96.069,4.255,1640.9,1.390863041,-2207.0,-1631.88
