Date (yyyy-MMM-dd hh:mm),Latitude (N),Longitude (W),Temperature (C),Pressure (dbar),Speed (cm/s),Bottom Depth (m)
9/26/2012 16:00,22.138,-96.582,4.261,1581.9,2.93955779,-2060
9/27/2012 0:00,22.146,-96.59,4.264,1580.6,1.647786394,-2046
9/27/2012 8:00,22.142,-96.586,4.259,1581.7,2.861485628,-2041
9/27/2012 16:00,22.134,-96.592,4.259,1580.6,3.823937761,-1994
9/28/2012 0:00,22.127,-96.585,4.26,1581.3,1.088117641,-2061
9/28/2012 8:00,22.131,-96.598,4.256,1580.5,3.061143577,-2003
9/28/2012 16:00,22.122,-96.598,4.264,1581.3,2.227487374,-2056
9/29/2012 0:00,22.123,-96.604,4.257,1580.9,1.133578405,-2053
9/29/2012 8:00,22.114,-96.602,4.26,1581.1,3.910306893,-2099
9/29/2012 16:00,22.112,-96.616,4.256,1580.2,1.796273921,-2103
9/30/2012 0:00,22.105,-96.605,4.263,1579.4,5.683396872,-2134
9/30/2012 8:00,22.097,-96.603,4.259,1579.7,4.615213971,-2147
9/30/2012 16:00,22.089,-96.614,4.259,1581.4,3.114642837,-2129
10/1/2012 0:00,22.086,-96.612,4.261,1580.7,5.298122309,-2130
10/1/2012 8:00,22.071,-96.598,4.257,1580.6,7.223572523,-2128
10/1/2012 16:00,22.058,-96.6,4.263,1580.7,3.911521443,-2104
10/2/2012 0:00,22.056,-96.607,4.256,1578.6,0.297321375,-2091
10/2/2012 8:00,22.052,-96.599,4.257,1580,6.01911123,-2098
10/2/2012 16:00,22.039,-96.59,4.259,1579.4,7.067595065,-2086
10/3/2012 0:00,22.022,-96.601,4.253,1579.7,3.330135132,-2034
10/3/2012 8:00,22.019,-96.591,4.253,1578.7,4.080612699,-2029
10/3/2012 16:00,22.004,-96.589,4.254,1580.1,8.814766021,-1995
10/4/2012 0:00,21.981,-96.587,4.249,1578.9,6.721971437,-1984
10/4/2012 8:00,21.968,-96.591,4.249,1578.7,6.440194096,-1976
10/4/2012 16:00,21.948,-96.585,4.257,1579.3,6.091543318,-2019
10/5/2012 0:00,21.937,-96.577,4.253,1578.4,9.326290795,-2057
10/5/2012 8:00,21.911,-96.557,4.257,1579.3,9.458990432,-2108
10/5/2012 16:00,21.896,-96.555,4.253,1579.4,6.081611629,-2106
10/6/2012 0:00,21.877,-96.547,4.259,1579.6,9.216094618,-2059
10/6/2012 8:00,21.86,-96.529,4.256,1579.2,8.007696298,-2031
10/6/2012 16:00,21.839,-96.521,4.256,1579.2,10.36139469,-1981
10/7/2012 0:00,21.822,-96.498,4.262,1580.1,6.426585408,-2083
10/7/2012 8:00,21.814,-96.493,4.258,1577.6,6.08740503,-2089
10/7/2012 16:00,21.798,-96.474,4.253,1578.5,6.665230679,-2131
10/8/2012 0:00,21.79,-96.463,4.261,1579.7,10.12504321,-2156
10/8/2012 8:00,21.775,-96.432,4.253,1578.1,6.003040896,-2182
10/8/2012 16:00,21.778,-96.429,4.248,1578.4,5.19339003,-2183
10/9/2012 0:00,21.765,-96.4,4.252,1578.4,10.13076996,-2058
10/9/2012 8:00,21.752,-96.393,4.247,1576.6,4.109659353,-1994
10/9/2012 16:00,21.749,-96.375,4.244,1576.9,7.830006386,-1951
10/10/2012 0:00,21.747,-96.351,4.24,1576.7,11.12863424,-2047
10/10/2012 8:00,21.743,-96.323,4.235,1576.3,3.605551275,-2155
10/10/2012 16:00,21.746,-96.323,4.232,1576.3,4.887535166,-2168
10/11/2012 0:00,21.737,-96.293,4.23,1575.9,10.91831947,-1964
10/11/2012 8:00,21.728,-96.272,4.222,1571.6,9.857078675,-1870
10/11/2012 16:00,21.724,-96.245,4.259,1624.8,3.092329219,-2260
10/12/2012 0:00,21.728,-96.253,4.25,1626.3,2.857008925,-2116
10/12/2012 8:00,21.732,-96.246,4.261,1651.7,1.840543398,-2206
10/12/2012 16:00,21.729,-96.251,4.262,1656.5,3.57687014,-2116
10/13/2012 0:00,21.736,-96.255,4.286,1622.4,2.121508897,-2129
10/13/2012 8:00,21.727,-96.245,4.262,1656.4,3.820994635,-2261
10/13/2012 16:00,21.726,-96.246,4.256,1629.6,1.536391877,-2192
10/14/2012 0:00,21.731,-96.244,4.26,1637.5,2.8609439,-2260
10/14/2012 8:00,21.731,-96.252,4.261,1633.7,4.016279373,-2145
10/14/2012 16:00,21.72,-96.237,4.252,1650,3.041052449,-2270
10/15/2012 0:00,21.728,-96.24,4.251,1656.3,5.791044811,-2301
10/15/2012 8:00,21.736,-96.236,4.255,1683.3,3.256286228,-2356
10/15/2012 16:00,21.722,-96.252,4.255,1669.7,5.581684334,-2077
10/16/2012 0:00,21.729,-96.253,4.243,1643.3,6.065904714,-2116
10/16/2012 8:00,21.735,-96.237,4.243,1649.2,6.222290575,-2356
10/16/2012 16:00,21.725,-96.228,4.241,1646.8,1.540519393,-2371
10/17/2012 0:00,21.727,-96.235,4.234,1642.3,3.48208271,-2328
10/17/2012 8:00,21.721,-96.239,4.232,1645.1,1.534438008,-2290
10/17/2012 16:00,21.726,-96.226,4.232,1646.9,6.600515131,-2371
10/18/2012 0:00,21.719,-96.211,4.224,1631.8,5.209193796,-2312
10/18/2012 8:00,21.706,-96.211,4.232,1646.4,4.731025259,-2185
10/18/2012 16:00,21.699,-96.194,4.226,1644.2,5.97235297,-2294
10/19/2012 0:00,21.689,-96.184,4.228,1647.3,6.50006923,-2257
10/19/2012 8:00,21.68,-96.164,4.235,1648,6.723094526,-2289
10/19/2012 16:00,21.674,-96.155,4.235,1646.9,3.160838496,-2273
10/20/2012 0:00,21.668,-96.146,4.235,1646.6,9.370901771,-2262
10/20/2012 8:00,21.669,-96.113,4.234,1648.1,8.418081729,-2355
10/20/2012 16:00,21.654,-96.106,4.244,1647.9,4.720190674,-2339
10/21/2012 0:00,21.652,-96.09,4.237,1648.2,6.870705932,-2568
10/21/2012 8:00,21.644,-96.074,4.237,1648.6,5.546467344,-2569
10/21/2012 16:00,21.639,-96.059,4.238,1647.6,7.863841301,-2584
10/22/2012 0:00,21.636,-96.034,4.237,1646.7,7.859039382,-2492
10/22/2012 8:00,21.626,-96.017,4.237,1647.3,8.520375579,-2342
10/22/2012 16:00,21.619,-95.99,4.242,1648.4,9.936483281,-2307
10/23/2012 0:00,21.616,-95.969,4.241,1649,6.426173045,-2495
10/23/2012 8:00,21.598,-95.959,4.243,1647.8,7.732696813,-2488
10/23/2012 16:00,21.588,-95.943,4.243,1650.8,7.229280739,-2504
10/24/2012 0:00,21.579,-95.922,4.24,1647.4,10.04956218,-2511
10/24/2012 8:00,21.564,-95.898,4.241,1648.3,9.54025681,-2448
10/24/2012 16:00,21.543,-95.885,4.245,1648.9,11.02570179,-2379
10/25/2012 0:00,21.527,-95.861,4.241,1648.1,4.723187483,-2405
10/25/2012 8:00,21.518,-95.868,4.241,1648,4.406143438,-2361
10/25/2012 16:00,21.501,-95.845,4.239,1648.2,13.10782972,-2405
10/26/2012 0:00,21.477,-95.832,4.241,1648.7,7.522831914,-2453
10/26/2012 8:00,21.464,-95.838,4.243,1648.4,4.704147107,-2442
10/26/2012 16:00,21.45,-95.821,4.24,1647.4,8.194937462,-2477
10/27/2012 0:00,21.429,-95.82,4.241,1649.5,8.032247506,-2458
10/27/2012 8:00,21.411,-95.816,4.238,1649,5.96632215,-2432
10/27/2012 16:00,21.395,-95.813,4.243,1649.2,8.276986166,-2422
10/28/2012 0:00,21.37,-95.815,4.243,1648.4,8.986439784,-2402
10/28/2012 8:00,21.354,-95.82,4.243,1648.2,5.055373379,-2392
10/28/2012 16:00,21.34,-95.821,4.247,1648.4,5.990901435,-2384
10/29/2012 0:00,21.322,-95.819,4.242,1648.6,8.170152997,-2363
10/29/2012 8:00,21.3,-95.825,4.244,1648,9.310692778,-2279
10/29/2012 16:00,21.282,-95.842,4.243,1647.6,6.976854592,-2229
10/30/2012 0:00,21.266,-95.843,4.243,1647.7,6.919747105,-2276
10/30/2012 8:00,21.249,-95.856,4.239,1648,7.576707728,-2210
10/30/2012 16:00,21.241,-95.869,4.243,1645.9,4.649440827,-2154
10/31/2012 0:00,21.234,-95.88,4.235,1646.1,4.624078287,-2188
10/31/2012 8:00,21.23,-95.891,4.244,1646.5,3.710013477,-2228
10/31/2012 16:00,21.234,-95.901,4.238,1644.7,4.933933522,-2284
11/1/2012 0:00,21.239,-95.913,4.241,1648.7,3.645888095,-2296
11/1/2012 8:00,21.243,-95.92,4.243,1647,3.243269955,-2299
11/1/2012 16:00,21.247,-95.929,4.241,1646.8,3.279405434,-2298
11/2/2012 0:00,21.259,-95.929,4.241,1647.7,5.419344979,-2256
11/2/2012 8:00,21.271,-95.937,4.242,1646.5,4.184925328,-2171
11/2/2012 16:00,21.281,-95.94,4.241,1646,5.994163828,-2111
11/3/2012 0:00,21.3,-95.951,4.241,1647,8.593253167,-2041
11/3/2012 8:00,21.319,-95.954,4.243,1645.7,7.00285656,-2089
11/3/2012 16:00,21.336,-95.953,4.242,1645.4,5.843372314,-2180
11/4/2012 0:00,21.348,-95.95,4.244,1646.6,7.482272382,-2232
11/4/2012 8:00,21.366,-95.972,4.241,1646,8.97677559,-2261
11/4/2012 16:00,21.39,-95.958,4.241,1646.2,10.21875237,-2400
11/5/2012 0:00,21.403,-95.952,4.25,1645.7,2.41364869,-2372
11/5/2012 8:00,21.409,-95.963,4.247,1645.5,8.317144943,-2409
11/5/2012 16:00,21.433,-95.977,4.246,1646.4,10.31175058,-2183
11/6/2012 0:00,21.451,-95.964,4.246,1646.7,5.984989557,-2122
11/6/2012 8:00,21.45,-95.958,4.252,1646.1,2.146625258,-2158
11/6/2012 16:00,21.461,-95.969,4.249,1646,6.340804365,-2141
11/7/2012 0:00,21.472,-95.97,4.245,1648.2,2.51001992,-2177
11/7/2012 8:00,21.472,-95.962,4.255,1645,3.165896398,-2189
11/7/2012 16:00,21.476,-95.954,4.25,1644.9,2.929590415,-2217
11/8/2012 0:00,21.468,-95.95,4.248,1645.9,0.57,-2212
11/8/2012 8:00,21.478,-95.955,4.253,1648,3.148158192,-2206
11/8/2012 16:00,21.476,-95.95,4.251,1645.4,4.087101663,-2217
11/9/2012 0:00,21.468,-95.944,4.248,1645.7,2.196588264,-2247
11/9/2012 8:00,21.469,-95.947,4.254,1646.5,2.575131065,-2229
11/9/2012 16:00,21.476,-95.943,4.248,1645.3,3.3184635,-2242
11/10/2012 0:00,21.475,-95.934,4.249,1645.7,1.763235662,-2267
11/10/2012 8:00,21.475,-95.934,4.254,1646.9,1.249199744,-2267
11/10/2012 16:00,21.47,-95.932,4.254,1645.9,1.693576098,-2298
11/11/2012 0:00,21.476,-95.926,4.253,1644.6,4.280280365,-2287
11/11/2012 8:00,21.479,-95.919,4.253,1646.2,2.204835595,-2308
11/11/2012 16:00,21.472,-95.919,4.256,1646.2,0.522398315,-2314
11/12/2012 0:00,21.479,-95.916,4.258,1646.7,4.544282122,-2314
11/12/2012 8:00,21.484,-95.91,4.259,1647.1,0.323109888,-2339
11/12/2012 16:00,21.482,-95.915,4.254,1647.4,1.778004499,-2318
11/13/2012 0:00,21.49,-95.912,4.261,1647.4,4.508003993,-2344
11/13/2012 8:00,21.491,-95.902,4.259,1646.9,1.576483428,-2373
11/13/2012 16:00,21.489,-95.905,4.261,1645.7,2.764000724,-2360
11/14/2012 0:00,21.502,-95.891,4.261,1646.7,7.546509127,-2374
11/14/2012 8:00,21.502,-95.882,4.262,1646.8,3.912339454,-2364
11/14/2012 16:00,21.5,-95.9,4.261,1644.5,3.002032645,-2368
11/15/2012 0:00,21.509,-95.892,4.259,1644.9,3.544968265,-2359
11/15/2012 8:00,21.511,-95.895,4.264,1646,1.085034562,-2359
11/15/2012 16:00,21.508,-95.892,4.263,1646.7,0.820731381,-2368
11/16/2012 0:00,21.509,-95.897,4.259,1645.2,1.691892432,-2356
11/16/2012 8:00,21.511,-95.888,4.261,1646.1,3.175295262,-2359
11/16/2012 16:00,21.503,-95.889,4.263,1646.9,3.45325933,-2374
11/17/2012 0:00,21.503,-95.897,4.263,1645.6,1.92314846,-2370
11/17/2012 8:00,21.502,-95.897,4.259,1645.3,1.361249426,-2370
11/17/2012 16:00,21.502,-95.891,4.261,1645.8,2.952050135,-2374
11/18/2012 0:00,21.499,-95.884,4.263,1646.1,2.83867927,-2375
11/18/2012 8:00,21.495,-95.885,4.264,1646.1,3.483676219,-2380
11/18/2012 16:00,21.495,-95.891,4.259,1645.3,4.861244697,-2387
11/19/2012 0:00,21.487,-95.866,4.261,1646.8,6.091863426,-2337
11/19/2012 8:00,21.494,-95.869,4.267,1646.6,4.873694697,-2349
11/19/2012 16:00,21.484,-95.88,4.26,1645.5,2.474206944,-2372
11/20/2012 0:00,21.489,-95.878,4.26,1645.6,2.400104164,-2367
11/20/2012 8:00,21.49,-95.879,4.264,1646.3,2.551234995,-2367
11/20/2012 16:00,21.482,-95.872,4.264,1647,3.964404117,-2355
11/21/2012 0:00,21.475,-95.883,4.263,1645,3.287217668,-2357
11/21/2012 8:00,21.484,-95.882,4.258,1645.4,3.793164905,-2372
11/21/2012 16:00,21.479,-95.873,4.262,1645.4,5.467083317,-2349
11/22/2012 0:00,21.465,-95.878,4.266,1644,7.663863256,-2332
11/22/2012 8:00,21.467,-95.897,4.257,1645.1,1.909057359,-2337
11/22/2012 16:00,21.466,-95.879,4.26,1645,4.182738338,-2332
11/23/2012 0:00,21.455,-95.891,4.27,1644.4,6.388239194,-2344
11/23/2012 8:00,21.454,-95.9,4.261,1643.8,3.181351914,-2385
11/23/2012 16:00,21.454,-95.905,4.254,1644.7,3.082547648,-2396
11/24/2012 0:00,21.445,-95.894,4.263,1645.7,5.999208281,-2368
11/24/2012 8:00,21.431,-95.917,4.261,1645.5,8.350431127,-2282
11/24/2012 16:00,21.434,-95.925,4.261,1643.1,2.546075411,-2284
11/25/2012 0:00,21.436,-95.923,4.253,1644.6,2.409190735,-2295
11/25/2012 8:00,21.429,-95.935,4.264,1644.3,5.351121378,-2234
11/25/2012 16:00,21.427,-95.944,4.261,1643.5,1.894755921,-2243
11/26/2012 0:00,21.423,-95.943,4.258,1644.7,3.727264412,-2247
11/26/2012 8:00,21.421,-95.935,4.262,1643.9,1.376117728,-2220
11/26/2012 16:00,21.426,-95.942,4.256,1644.9,1.403566885,-2243
11/27/2012 0:00,21.423,-95.938,4.259,1645.1,6.672810502,-2233
11/27/2012 8:00,21.417,-95.967,4.266,1644.9,3.895754099,-2317
11/27/2012 16:00,21.422,-95.956,4.256,1644.1,1.938375609,-2285
11/28/2012 0:00,21.416,-95.967,4.253,1644.1,3.948721312,-2357
11/28/2012 8:00,21.416,-95.971,4.265,1646.1,3.316941362,-2335
11/28/2012 16:00,21.405,-95.98,4.261,1644.1,1.788994131,-2289
11/29/2012 0:00,21.411,-95.976,4.261,1642.2,4.248411468,-2326
11/29/2012 8:00,21.414,-95.989,4.259,1644.4,4.031203294,-2231
11/29/2012 16:00,21.4,-95.985,4.266,1644.5,3.132299475,-2212
11/30/2012 0:00,21.4,-95.994,4.264,1645.3,3.23396042,-2088
11/30/2012 8:00,21.397,-95.996,4.255,1643.4,1.074150827,-2068
11/30/2012 16:00,21.398,-95.996,4.255,1644.1,2.064969733,-2068
12/1/2012 0:00,21.393,-96.006,4.263,1645.3,3.394495544,-2041
12/1/2012 8:00,21.389,-96.008,4.259,1644.7,3.388952641,-2022
12/1/2012 16:00,21.38,-96.006,4.249,1643.2,2.935319403,-2047
12/2/2012 0:00,21.383,-96.02,4.256,1644,5.872307894,-2133
12/2/2012 8:00,21.388,-96.023,4.259,1645,4.130907891,-2188
12/2/2012 16:00,21.382,-96.01,4.254,1642.6,3.61300429,-2070
12/3/2012 0:00,21.378,-96.029,4.259,1644,8.115417426,-2177
12/3/2012 8:00,21.394,-96.038,4.258,1642.6,5.426693284,-2230
12/3/2012 16:00,21.4,-96.031,4.258,1643.7,3.306508733,-2246
12/4/2012 0:00,21.397,-96.026,4.254,1643.7,3.553603805,-2243
12/4/2012 8:00,21.392,-96.04,4.257,1645.1,9.567716551,-2230
12/4/2012 16:00,21.415,-96.058,4.258,1645,10.1905937,-2121
12/5/2012 0:00,21.43,-96.032,4.256,1643.4,9.25216191,-2374
12/5/2012 8:00,21.42,-96.03,4.253,1643.8,9.439703385,-2339
12/5/2012 16:00,21.419,-96.059,4.261,1643.6,8.692393226,-2068
12/6/2012 0:00,21.445,-96.054,4.262,1643.8,8.520516416,-2178
12/6/2012 8:00,21.446,-96.043,4.264,1643.6,6.742143576,-2224
12/6/2012 16:00,21.436,-96.036,4.256,1642.1,6.442429666,-2335
12/7/2012 0:00,21.444,-96.067,4.256,1644.2,8.964373932,-2155
12/7/2012 8:00,21.464,-96.055,4.263,1642.7,9.723399611,-2114
12/7/2012 16:00,21.467,-96.039,4.256,1643.6,3.012806001,-2128
12/8/2012 0:00,21.462,-96.044,4.252,1642.2,5.914473772,-2161
12/8/2012 8:00,21.471,-96.06,4.261,1643.2,7.879016436,-2094
12/8/2012 16:00,21.491,-96.052,4.259,1643.3,5.056174443,-2138
12/9/2012 0:00,21.486,-96.049,4.256,1643.1,3.401367372,-2112
12/9/2012 8:00,21.488,-96.058,4.254,1642.5,4.248870438,-2143
12/9/2012 16:00,21.503,-96.052,4.262,1643.5,6.054585039,-2202
12/10/2012 0:00,21.513,-96.057,4.26,1643,0.700285656,-2228
12/10/2012 8:00,21.509,-96.057,4.258,1642.9,2.645770209,-2224
12/10/2012 16:00,21.52,-96.068,4.256,1642.5,6.306671071,-2209
12/11/2012 0:00,21.533,-96.056,4.256,1642.5,5.015436172,-2266
12/11/2012 8:00,21.531,-96.053,4.261,1642.9,2.344397577,-2283
12/11/2012 16:00,21.533,-96.062,4.259,1643.8,4.800104166,-2247
12/12/2012 0:00,21.547,-96.065,4.259,1643.3,4.581440821,-2238
12/12/2012 8:00,21.549,-96.059,4.264,1643,4.177750591,-2270
12/12/2012 16:00,21.537,-96.06,4.264,1643.8,2.963460815,-2254
12/13/2012 0:00,21.548,-96.07,4.26,1643,6.1620938,-2208
12/13/2012 8:00,21.556,-96.065,4.258,1642.1,2.702961339,-2233
12/13/2012 16:00,21.545,-96.069,4.256,1642.8,6.304363568,-2207
12/14/2012 0:00,21.55,-96.086,4.257,1642.8,4.979256973,-2149
12/14/2012 8:00,21.56,-96.078,4.254,1642.1,3.411231449,-2158
12/14/2012 16:00,21.555,-96.078,4.252,1642.3,3.248538133,-2162
12/15/2012 0:00,21.553,-96.084,4.252,1642.2,1.672752223,-2154
12/15/2012 8:00,21.561,-96.083,4.253,1641,4.00244925,-2155
12/15/2012 16:00,21.569,-96.083,4.251,1641.7,1.192811804,-2161
12/16/2012 0:00,21.565,-96.079,4.25,1642.4,1.696643746,-2161
12/16/2012 8:00,21.565,-96.084,4.249,1639.9,2.953116997,-2157
12/16/2012 16:00,21.573,-96.082,4.254,1642.2,5.71986888,-2167
12/17/2012 0:00,21.575,-96.066,4.251,1641.3,0.445982062,-2239
12/17/2012 8:00,21.574,-96.077,4.253,1641.6,0.594810894,-2171
12/17/2012 16:00,21.577,-96.066,4.253,1642.2,2.884024965,-2249
12/18/2012 0:00,21.577,-96.07,4.253,1642.6,2.82150669,-2219
12/18/2012 8:00,21.576,-96.072,4.256,1641.3,1.533949152,-2194
12/18/2012 16:00,21.578,-96.062,4.255,1641,5.913543777,-2278
12/19/2012 0:00,21.573,-96.05,4.255,1640.8,1.732166274,-2322
12/19/2012 8:00,21.574,-96.066,4.255,1642.2,6.717514421,-2239
12/19/2012 16:00,21.575,-96.076,4.255,1641.8,1.643471935,-2171
12/20/2012 0:00,21.571,-96.077,4.251,1641.1,0.603738354,-2171
12/20/2012 8:00,21.575,-96.077,4.253,1641.6,1.829890707,-2171
12/20/2012 16:00,21.568,-96.07,4.257,1641.1,1.799138683,-2201
12/21/2012 0:00,21.571,-96.069,4.255,1640.9,1.390863041,-2207
12/21/2012 8:00,21.571,-96.065,4.252,1642.1,0.500899191,-2239
12/21/2012 16:00,21.573,-96.064,4.256,1642.4,2.617250466,-2239
12/22/2012 0:00,21.572,-96.054,4.256,1642,1.66436174,-2322
12/22/2012 8:00,21.572,-96.058,4.252,1641.5,2.31043286,-2298
12/22/2012 16:00,21.578,-96.057,4.26,1642.6,3.378431589,-2302
12/23/2012 0:00,21.58,-96.052,4.259,1642.1,2.596767221,-2326
12/23/2012 8:00,21.571,-96.056,4.257,1641.6,2.491104173,-2298
12/23/2012 16:00,21.575,-96.055,4.259,1642.4,4.926662156,-2298
12/24/2012 0:00,21.577,-96.037,4.261,1642.2,5.203124062,-2344
12/24/2012 8:00,21.572,-96.037,4.254,1641.7,5.15993217,-2360
12/24/2012 16:00,21.575,-96.054,4.259,1641.4,3.520866371,-2322
12/25/2012 0:00,21.577,-96.046,4.257,1642.4,8.69740766,-2339
12/25/2012 8:00,21.579,-96.026,4.259,1642,0.978621479,-2312
12/25/2012 16:00,21.579,-96.043,4.259,1641.4,3.880631392,-2350
12/26/2012 0:00,21.579,-96.035,4.261,1642.3,5.554421662,-2344
12/26/2012 8:00,21.59,-96.026,4.264,1642.5,3.225678223,-2307
12/26/2012 16:00,21.588,-96.022,4.262,1640.9,3.242298567,-2303
12/27/2012 0:00,21.583,-96.016,4.266,1643.4,2.033027299,-2302
12/27/2012 8:00,21.591,-96.01,4.264,1641.7,4.990561091,-2319
12/27/2012 16:00,21.595,-96.002,4.26,1641.4,1.274754878,-2361
12/28/2012 0:00,21.589,-96.009,4.268,1643,3.012407675,-2319
12/28/2012 8:00,21.592,-96.013,4.266,1640.9,0.553624421,-2312
12/28/2012 16:00,21.589,-96.01,4.261,1641.7,2.972709202,-2319
12/29/2012 0:00,21.588,-96.001,4.269,1642.8,2.461747347,-2361
12/29/2012 8:00,21.579,-96.001,4.266,1640.6,4.200297609,-2316
12/29/2012 16:00,21.57,-95.997,4.263,1641.1,3.444706083,-2303
12/30/2012 0:00,21.567,-95.984,4.258,1641,6.656493071,-2336
12/30/2012 8:00,21.557,-95.966,4.269,1642.7,7.306161783,-2421
12/30/2012 16:00,21.54,-95.964,4.261,1640,5.287163701,-2423
12/31/2012 0:00,21.534,-95.967,4.263,1643.5,1.214331092,-2405
12/31/2012 8:00,21.537,-95.963,4.265,1641.3,6.05309838,-2419
12/31/2012 16:00,21.525,-95.94,4.265,1640.1,10.20331809,-2288
1/1/2013 0:00,21.506,-95.942,4.261,1642,7.43097571,-2259
1/1/2013 8:00,21.513,-95.956,4.261,1641.7,5.850239311,-2294
1/1/2013 16:00,21.503,-95.919,4.266,1642.2,11.11825976,-2315
1/2/2013 0:00,21.487,-95.923,4.255,1639.7,7.252089354,-2298
1/2/2013 8:00,21.48,-95.932,4.266,1642.6,2.156687275,-2275
1/2/2013 16:00,21.474,-95.923,4.264,1642,4.390455557,-2307
1/3/2013 0:00,21.467,-95.915,4.258,1640.6,4.143428532,-2328
1/3/2013 8:00,21.457,-95.91,4.268,1642.9,5.190038536,-2387
1/3/2013 16:00,21.445,-95.911,4.262,1641.6,2.518114374,-2368
1/4/2013 0:00,21.445,-95.905,4.264,1640.4,0.879829529,-2375
1/4/2013 8:00,21.438,-95.912,4.261,1641,4.020957597,-2350
1/4/2013 16:00,21.427,-95.903,4.271,1642.2,3.970415595,-2340
1/5/2013 0:00,21.418,-95.913,4.262,1641.6,5.340009363,-2237
1/5/2013 8:00,21.41,-95.916,4.262,1640.5,1.915411183,-2213
1/5/2013 16:00,21.404,-95.913,4.258,1640.8,5.35994403,-2211
1/6/2013 0:00,21.385,-95.915,4.262,1640.7,6.656485559,-2228
1/6/2013 8:00,21.378,-95.925,4.261,1639.4,2.09153054,-2223
1/6/2013 16:00,21.375,-95.924,4.259,1641.4,1.793599732,-2220
1/7/2013 0:00,21.369,-95.927,4.257,1641.7,5.136389783,-2221
1/7/2013 8:00,21.357,-95.932,4.264,1641.3,5.495834786,-2204
1/7/2013 16:00,21.35,-95.915,4.261,1641,4.751778614,-2206
1/8/2013 0:00,21.34,-95.941,4.254,1640.4,9.324816352,-2174
1/8/2013 8:00,21.353,-95.947,4.257,1639.9,4.018121452,-2235
1/8/2013 16:00,21.339,-95.933,4.26,1641,5.619688603,-2162
1/9/2013 0:00,21.335,-95.942,4.256,1639.8,5.943769847,-2166
1/9/2013 8:00,21.334,-95.953,4.255,1640.5,2.768049855,-2180
1/9/2013 16:00,21.344,-95.941,4.256,1640.1,4.233414697,-2187
1/10/2013 0:00,21.338,-95.938,4.258,1638.8,2.510478042,-2174
1/10/2013 8:00,21.335,-95.942,4.252,1640.1,3.819384767,-2166
1/10/2013 16:00,21.333,-95.954,4.256,1641,5.657596663,-2160
1/11/2013 0:00,21.353,-95.952,4.253,1639.6,9.690330232,-2247
